"","Year","Habitat_plant","Sample_code","Sample_code_by_core","depth","label","Tsoil","pH","GPS","site","habitat","WTD","ALD"
"2023_AvCe_C_3_1_5","2023","AvCe_C","core _3","2023_AvCe_C_3_1_5","1_5","AvCe_C","11.1","5.9","68.35487632N, 19.04331543E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvCe_C_3_10_14","2023","AvCe_C","core _3","2023_AvCe_C_3_10_14","10_14","AvCe_C","11","5.8","68.35487632N, 19.04331543E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvCe_C_3_20_24","2023","AvCe_C","core _3","2023_AvCe_C_3_20_24","20_24","AvCe_C","10.6","5.7","68.35487632N, 19.04331543E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvCe_C_3_30_34","2023","AvCe_C","core _3","2023_AvCe_C_3_30_34","30_34","AvCe_C","9.9","5.7","68.35487632N, 19.04331543E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvCe_C_3_40_44","2023","AvCe_C","core _3","2023_AvCe_C_3_40_44","40_44","AvCe_C","8.8",NA,"68.35487632N, 19.04331543E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvCe_C_3_50_54","2023","AvCe_C","core _3","2023_AvCe_C_3_50_54","50_54","AvCe_C","8.1",NA,"68.35487632N, 19.04331543E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_1_1_5","2023","AvC_P","core _1","2023_AvC_P_1_1_5","1_5","AvC_P","12.5","6","68.35496234N, 19.04371927E","Avni Transect C (P; collar 1,2,3)","Fen","8.0","Below Detection (>80)"
"2023_AvC_P_1_10_14","2023","AvC_P","core _1","2023_AvC_P_1_10_14","10_14","AvC_P","11.9","5.2","68.35496234N, 19.04371927E","Avni Transect C (P; collar 1,2,3)","Fen","8.0","Below Detection (>80)"
"2023_AvC_P_1_20_24","2023","AvC_P","core _1","2023_AvC_P_1_20_24","20_24","AvC_P","11.4","4.8","68.35496234N, 19.04371927E","Avni Transect C (P; collar 1,2,3)","Fen","8.0","Below Detection (>80)"
"2023_AvC_P_1_30_34","2023","AvC_P","core _1","2023_AvC_P_1_30_34","30_34","AvC_P","10.8","4.6","68.35496234N, 19.04371927E","Avni Transect C (P; collar 1,2,3)","Fen","8.0","Below Detection (>80)"
"2023_AvC_P_1_40_44","2023","AvC_P","core _1","2023_AvC_P_1_40_44","40_44","AvC_P","9.9","4.7","68.35496234N, 19.04371927E","Avni Transect C (P; collar 1,2,3)","Fen","8.0","Below Detection (>80)"
"2023_AvC_P_1_50_54","2023","AvC_P","core _1","2023_AvC_P_1_50_54","50_54","AvC_P","9.2",NA,"68.35496234N, 19.04371927E","Avni Transect C (P; collar 1,2,3)","Fen","8.0","Below Detection (>80)"
"2023_AvC_P_1_60_64","2023","AvC_P","core _1","2023_AvC_P_1_60_64","60_64","AvC_P","8.8",NA,"68.35496234N, 19.04371927E","Avni Transect C (P; collar 1,2,3)","Fen","8.0","Below Detection (>80)"
"2023_AvC_P_2_1_5","2023","AvC_P","core _2","2023_AvC_P_2_1_5","1_5","AvC_P","12.6","5","68.35499616N, 19.04369480E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_2_10_14","2023","AvC_P","core _2","2023_AvC_P_2_10_14","10_14","AvC_P","11.9","5.1","68.35499616N, 19.04369480E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_2_20_24","2023","AvC_P","core _2","2023_AvC_P_2_20_24","20_24","AvC_P","11.5","5.1","68.35499616N, 19.04369480E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_2_30_34","2023","AvC_P","core _2","2023_AvC_P_2_30_34","30_34","AvC_P","10.5","4.5","68.35499616N, 19.04369480E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_2_40_44","2023","AvC_P","core _2","2023_AvC_P_2_40_44","40_44","AvC_P","9.6","4.7","68.35499616N, 19.04369480E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_2_50_54","2023","AvC_P","core _2","2023_AvC_P_2_50_54","50_54","AvC_P","8.3",NA,"68.35499616N, 19.04369480E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_2_60_64","2023","AvC_P","core _2","2023_AvC_P_2_60_64","60_64","AvC_P","7.8",NA,"68.35499616N, 19.04369480E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_3_1_5","2023","AvC_P","core _3","2023_AvC_P_3_1_5","1_5","AvC_P","13.6","4.7","68.35501837N, 19.04373789E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_3_10_14","2023","AvC_P","core _3","2023_AvC_P_3_10_14","10_14","AvC_P","12.4","5","68.35501837N, 19.04373789E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_3_20_24","2023","AvC_P","core _3","2023_AvC_P_3_20_24","20_24","AvC_P","11.4","4.2","68.35501837N, 19.04373789E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_3_30_34","2023","AvC_P","core _3","2023_AvC_P_3_30_34","30_34","AvC_P","10.6","4.3","68.35501837N, 19.04373789E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_3_40_44","2023","AvC_P","core _3","2023_AvC_P_3_40_44","40_44","AvC_P","9.6",NA,"68.35501837N, 19.04373789E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_3_50_54","2023","AvC_P","core _3","2023_AvC_P_3_50_54","50_54","AvC_P","9",NA,"68.35501837N, 19.04373789E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_3_60_64","2023","AvC_P","core _3","2023_AvC_P_3_60_64","60_64","AvC_P","8.5",NA,"68.35501837N, 19.04373789E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_3_70_74","2023","AvC_P","core _3","2023_AvC_P_3_70_74","70_74","AvC_P",NA,NA,"68.35501837N, 19.04373789E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
"2023_AvC_P_3_80_84","2023","AvC_P","core _3","2023_AvC_P_3_80_84","80_84","AvC_P",NA,NA,"68.35501837N, 19.04373789E","Avni Transect C (P; collar 1,2,3)","Fen","7.0","Below Detection (>80)"
